Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft),Pressure (Pa)
0.010,S,0.010,0.010,0,0.5009655,0,152.8668,70,0,0,72.31744,79.27036,1.158819,38.0879567091562,38.0879567089588,0.000122630241795288,0.380879600001974,0.3808796,0.000001226302,89.9999,89.9999,0.001904398,0.00000000613151,101324.99
0.02,S,0.02,0.010,0,0.5009655,0,284.6732,69.99571,0.00001369519,0,72.30488,79.27036,1.160913,98.6779204506105,98.6779204503462,0.000228379674998849,1.3676590000045,1.367659,0.000003510099,89.9999,89.9999,0.01064709,0.00000002981351,101324.96
0.03,S,0.03,0.010,0,0.5009655,0,416.4796,69.98286,0.0001765827,0,72.29231,79.27036,1.163007,159.298707639984,159.298707639634,0.000334182905716918,2.96064600000793,2.960646,0.000006851928,89.9999,89.9999,0.03228861,0.00000008162365,101324.89
0.04,S,0.04,0.010,0,0.5009655,0,548.2859,69.96143,0.0008274945,0,72.27975,79.27036,1.165101,219.972452196878,219.972452196438,0.000440078564959517,5.16037000001227,5.16037,0.00001125271,89.9999,89.9999,0.07289369,0.0000001721468,101324.75
0.05,S,0.05,0.010,0,0.5009655,0,608.6,69.93143,0.002513931,0,72.26719,79.27036,1.167195,247.829108601067,247.829108600585,0.000488697602433408,7.63866100001705,7.638661,0.00001613969,89.9999,89.9999,0.1368888,0.0000003091088,101324.52
0.05999999,S,0.05999999,0.010,0,0.5009655,0,597.4216,69.89401,0.005508397,0,72.25462,79.27036,1.169289,242.831870228954,242.83187022848,0.000479975773432012,10.0669800000218,10.06698,0.00002093945,89.9999,89.9999,0.225417,0.0000004945045,101324.22
0.06999999,S,0.06999999,0.010,0,0.5009655,0,610.786,69.85616,0.009567267,0,72.24206,79.27036,1.171383,249.134326375442,249.134326374958,0.000490975633125747,12.5583200000266,12.55832,0.00002584921,89.9999,89.9999,0.3385435,0.0000007284478,101323.82
0.07999999,S,0.07999999,0.01092673,0,0.5009659,0,681.4172,69.8188,0.01488852,0,72.2295,79.27036,1.173476,281.830802131941,281.830802131408,0.000548041749990519,15.3766300000319,15.37663,0.00003132963,89.9999,89.9999,0.4782183,0.000001014342,101323.34
0.08999999,S,0.08999999,0.01337889,0,0.5009672,0,688.1876,69.77815,0.02232081,0,72.21693,79.27036,1.17557,285.132021738882,285.132021738344,0.000553803463820699,18.2279500000373,18.22795,0.00003686766,89.9999,89.9999,0.6462412,0.000001355329,101322.75
0.09999999,S,0.09999999,0.01585977,0,0.5009688,0,652.3835,69.73415,0.03136623,0,72.20437,79.27036,1.177664,268.808772562324,268.808772561811,0.000525314021552868,20.9160400000424,20.91604,0.0000421208,89.9999,89.9999,0.8419611,0.000001750271,101322.07
0.11,S,0.11,0.01819863,0,0.5009706,0,616.5798,69.69193,0.04129949,0,72.19181,79.27036,1.179758,252.4573748435,252.457374843011,0.000496775449206176,23.4406100000473,23.44061,0.00004708855,89.9999,89.9999,1.063744,0.000002196318,101321.3
0.12,S,0.12,0.02039523,0,0.5009725,0,580.7761,69.65204,0.05187073,0,72.17924,79.27036,1.181852,236.076905492376,236.076905491912,0.000468186139458041,25.8013800000519,25.80138,0.00005177041,89.9999,89.9999,1.309954,0.000002690612,101320.44
0.13,S,0.13,0.02244931,0,0.5009745,0,569.1153,69.61447,0.0628447,0,72.16668,79.27036,1.183946,230.827252914437,230.827252913981,0.00045902376523023,28.1096500000565,28.10965,0.00005636065,89.9999,89.9999,1.579509,0.000003231268,101319.5
0.14,S,0.14,0.02445771,0,0.5009766,0,573.5499,69.57877,0.07459193,0,72.15412,79.27036,1.18604,233.007387432777,233.007387432317,0.000462828819583413,30.4397200000611,30.43972,0.00006098894,89.9999,89.9999,1.872256,0.000003818016,101318.48
0.15,S,0.15,0.02648509,0,0.5009789,0,577.9846,69.54298,0.08747026,0,72.14156,79.27036,1.188133,235.189592218997,235.189592218534,0.000466637481411986,32.7916100000657,32.79161,0.00006565532,89.9999,89.9999,2.188413,0.000004451237,101317.38
0.16,S,0.16,0.02853146,0,0.5009814,0,582.4193,69.5069,0.1015085,0,72.12899,79.27036,1.190227,237.374691169849,237.374691169383,0.000470451201977391,35.1653600000704,35.16536,0.00007035983,89.9999,89.9999,2.528198,0.000005131312,101316.2
0.17,S,0.17,0.03059686,0,0.5009841,0,586.8542,69.47054,0.116736,0,72.11643,79.27036,1.192321,239.562648806336,239.562648805867,0.000474269906934241,37.5609900000751,37.56099,0.00007510253,89.9999,89.9999,2.891829,0.000005858624,101314.94
0.18,S,0.18,0.03268129,0,0.5009871,0,591.2892,69.43388,0.1331823,0,72.10387,79.27036,1.194415,241.753567317265,241.753567316792,0.000478093780865162,39.9785200000798,39.97852,0.00007988347,89.9999,89.9999,3.279527,0.000006633554,101313.59
0.19,S,0.19,0.0347848,0,0.5009902,0,594.9797,69.39694,0.1508771,0,72.0913,79.27036,1.196509,243.602181669028,243.602181668553,0.000481320222627184,42.4145400000846,42.41454,0.00008469667,89.9999,89.9999,3.691492,0.000007456455,101312.15
0.2,S,0.2,0.03690439,0,0.5009936,0,597.5534,69.35973,0.1698231,0,72.07874,79.27036,1.198603,244.935227960486,244.935227960009,0.000483646829609173,44.8638900000893,44.86389,0.00008953314,89.9999,89.9999,4.127884,0.000008327604,101310.63
0.21,S,0.21,0.03903561,0,0.5009972,0,600.1273,69.32232,0.1900021,0,72.06618,79.27036,1.200697,246.2699609412,246.269960940721,0.00048597637504808,47.3265900000941,47.32659,0.0000943929,89.9999,89.9999,4.588837,0.000009247234,101309.03
0.22,S,0.22,0.04117844,0,0.5010011,0,602.7013,69.28474,0.2114327,0,72.05361,79.27036,1.20279,247.606319866766,247.606319866285,0.00048830875903246,49.802650000099,49.80265,0.00009927598,89.9999,89.9999,5.074483,0.00001021558,101307.34
0.23,S,0.23,0.0433329,0,0.5010051,0,605.2753,69.247,0.2341335,0,72.04105,79.27036,1.204884,248.94425104776,248.944251047276,0.000490643894078295,52.2920900001038,52.29209,0.0001041824,89.9999,89.9999,5.584957,0.00001123287,101305.56
0.24,S,0.24,0.04549902,0,0.5010094,0,604.1746,69.20909,0.2581235,0,72.02849,79.27036,1.206978,248.575383969232,248.575383968749,0.000490000098804523,54.7778400001086,54.77784,0.0001090824,89.9999,89.9999,6.120306,0.00001229919,101303.7
0.25,S,0.25,0.04766194,0,0.5010139,0,602.6657,69.17112,0.2832449,0,72.01592,79.27036,1.209072,248.015964847524,248.015964847042,0.000489023727754175,57.2580000001134,57.258,0.0001139726,89.9999,89.9999,6.680486,0.00001341447,101301.75
0.26,S,0.26,0.04982001,0,0.5010186,0,601.1569,69.13325,0.3094719,0,72.00336,79.27036,1.211166,247.455041942932,247.455041942451,0.000488044731669021,59.7325500001182,59.73255,0.0001188531,89.9999,89.9999,7.265439,0.0000145786,101299.72
0.27,S,0.27,0.05197321,0,0.5010235,0,599.6481,69.09547,0.3367963,0,71.9908,79.27036,1.21326,246.892647489987,246.892647489507,0.000487063166808211,62.201480000123,62.20148,0.0001237237,89.9999,89.9999,7.875109,0.00001579148,101297.59
0.28,S,0.28,0.05412152,0,0.5010287,0,598.1396,69.0578,0.3652102,0,71.97823,79.27036,1.215353,246.328840975112,246.328840974632,0.000486079143231983,64.6647700001278,64.66477,0.0001285845,89.9999,89.9999,8.509439,0.00001705302,101295.39
0.29,S,0.29,0.05626496,0,0.501034,0,596.6311,69.02023,0.3947053,0,71.96567,79.27036,1.217447,245.763514716565,245.763514716086,0.00048509246052781,67.1224100001326,67.12241,0.0001334354,89.9999,89.9999,9.168375,0.00001836312,101293.09
0.3,S,0.3,0.05840348,0,0.5010394,0,595.9799,68.98274,0.4252737,0,71.95311,79.27036,1.219541,245.596523878292,245.596523877814,0.000484801003856426,69.5783800001374,69.57838,0.0001382834,89.9999,89.9999,9.851879,0.00001972172,101290.72
0.31,S,0.31,0.06054056,0,0.5010451,0,598.7574,68.94536,0.4569595,0,71.94054,79.27036,1.221635,247.028553300079,247.028553299598,0.00048730036974233,72.0486600001422,72.04866,0.0001431564,89.9999,89.9999,10.56001,0.00002112892,101288.25
0.32,S,0.32,0.06269011,0,0.5010511,0,601.5352,68.90788,0.489978,0,71.92798,79.27036,1.223729,248.461918387688,248.461918387205,0.000489802060962733,74.533280000147,74.53328,0.0001480544,89.9999,89.9999,11.29292,0.00002258497,101285.7
0.33,S,0.33,0.06485216,0,0.5010572,0,604.3131,68.87022,0.5243492,0,71.91542,79.27036,1.225823,249.897106772477,249.897106771992,0.000492306941500325,77.0322500001519,77.03225,0.0001529775,89.9999,89.9999,12.05075,0.00002409013,101283.07
0.3399999,S,0.3399999,0.0670267,0,0.5010637,0,607.091,68.83238,0.5600937,0,71.90285,79.27036,1.227917,251.333925093016,251.333925092529,0.000494814661371408,79.5455900001568,79.54559,0.0001579256,89.9999,89.9999,12.83364,0.00002564464,101280.34
0.3499999,S,0.3499999,0.06921376,0,0.5010704,0,609.8691,68.79436,0.5972321,0,71.89029,79.27036,1.230011,252.772519920315,252.772519919826,0.000497325482643105,82.0733200001616,82.07332,0.0001628989,89.9999,89.9999,13.64174,0.00002724877,101277.53
0.3599999,S,0.3599999,0.07141337,0,0.5010773,0,612.6473,68.75616,0.6357846,0,71.87773,79.27036,1.232104,254.212835737907,254.212835737416,0.000499839308388367,84.6154500001666,84.61545,0.0001678973,89.9999,89.9999,14.47518,0.00002890275,101274.63
0.3699999,S,0.3699999,0.07362552,0,0.5010845,0,615.4256,68.71777,0.6757721,0,71.86517,79.27036,1.234198,255.654908857746,255.654908857252,0.000502356202018708,87.1720000001715,87.172,0.0001729209,89.9999,89.9999,15.33412,0.00003060684,101271.64
0.3799999,S,0.3799999,0.07585023,0,0.501092,0,615.6271,68.67921,0.7172158,0,71.8526,79.27036,1.236292,255.891486269768,255.891486269274,0.00050276910329906,89.7309100001764,89.73091,0.0001779486,89.9999,89.9999,16.21863,0.00003236119,101268.56
0.3899999,S,0.3899999,0.07807703,0,0.5010997,0,615.5425,68.64055,0.7599324,0,71.84004,79.27036,1.238386,255.99406408294,255.994064082446,0.000502948137912618,92.2908600001814,92.29086,0.0001829781,89.9999,89.9999,17.12874,0.00003416582,101265.4
0.3999999,S,0.3999999,0.08030474,0,0.5011076,0,615.458,68.60188,0.8039016,0,71.82748,79.27036,1.24048,256.096227336076,256.096227335582,0.000503126442706313,94.8518200001864,94.85182,0.0001880094,89.9999,89.9999,18.06445,0.00003602076,101262.14
0.4099999,S,0.4099999,0.08253336,0,0.5011158,0,615.3735,68.56323,0.8491242,0,71.81491,79.27036,1.242574,256.200104718553,256.200104717913,0.000572532801383113,97.4138209901066,97.4138209899139,0.00019373472788586,89.99989,89.99989,19.03859,0.00003792948,101258.76
0.4199999,S,0.4199999,0.08476289,0,0.5011242,0,615.2894,68.52458,0.8956022,0,71.80235,79.27036,1.244667,256.30117433014,256.301174329496,0.000574627587522671,99.9768326761201,99.9768326759211,0.000199481003632647,89.99989,89.99989,20.03836,0.00003989556,101255.28
0.4299999,S,0.4299999,0.08699334,0,0.5011328,0,615.2053,68.48594,0.943337,0,71.78979,79.27036,1.246761,256.401671737124,256.401671736476,0.000576680082157651,102.540849336181,102.540849335976,0.000205247804325325,89.99989,89.99989,21.06377,0.0000419192,101251.71
0.4399998,S,0.4399998,0.08922467,0,0.5011417,0,615.1213,68.4473,0.9923293,0,71.77722,79.27036,1.248855,256.501763832517,256.501763831864,0.000578692528708368,105.105866917174,105.105866916962,0.000211034729483061,89.99989,89.99989,22.11483,0.00004400061,101248.05
0.4499998,S,0.4499998,0.09145691,0,0.5011508,0,615.0374,68.40866,1.04258,0,71.76466,79.27036,1.250949,256.601391011668,256.601391011011,0.0005806663899455,107.671880769935,107.671880769717,0.000216841393252727,89.99989,89.99989,23.19155,0.00004613999,101244.31
0.4599998,S,0.4599998,0.09369004,0,0.5011601,0,614.9536,68.37003,1.094092,0,71.7521,79.27036,1.253043,256.700581090081,256.70058108942,0.000582603636440945,110.238886523459,110.238886523234,0.000222667429486914,89.99989,89.99989,24.29393,0.00004833753,101240.48
0.4699998,S,0.4699998,0.09592405,0,0.5011697,0,614.87,68.33141,1.146865,0,71.73953,79.27036,1.255137,256.79937777783,256.799377777165,0.000584505738544503,112.806880243838,112.806880243607,0.000228512486741712,89.99989,89.99989,25.422,0.00005059343,101236.55
0.4799998,S,0.4799998,0.09815894,0,0.5011795,0,614.7866,68.2928,1.200901,0,71.72697,79.27036,1.257231,256.897665839266,256.897665838597,0.000586374083235626,115.37585684481,115.375856844572,0.000234376227443003,89.99989,89.99989,26.57576,0.00005290788,101232.54
0.4899998,S,0.4899998,0.1003947,0,0.5011895,0,614.7032,68.25419,1.256201,0,71.71441,79.27036,1.259324,256.995596272825,256.995596272152,0.00058821007265201,117.945812750096,117.945812749851,0.000240258328038048,89.99989,89.99989,27.75522,0.00005528105,101228.44
0.4999998,S,0.4999998,0.1026314,0,0.5011998,0,614.6199,68.21558,1.312766,0,71.70184,79.27036,1.261418,257.092958475424,257.092958474747,0.000590014911874162,120.516742277385,120.516742277134,0.000246158477024911,89.99988,89.99988,28.96039,0.00005771313,101224.25
0.5099998,S,0.5099998,0.1048689,0,0.5012103,0,614.5367,68.17699,1.370597,0,71.68929,79.27036,1.263512,257.189851788141,257.18985178746,0.000591789805982589,123.08864073778,123.088640737522,0.000252076374952462,89.99988,89.99988,30.19127,0.00006020431,101219.97
0.5199998,S,0.5199998,0.1071073,0,0.5012211,0,614.4537,68.1384,1.429696,0,71.67672,79.27036,1.265606,257.286319921048,257.286319920363,0.000593535982795165,125.661503879483,125.661503879218,0.000258011734647748,89.99988,89.99988,31.44789,0.00006275475,101215.6
0.5299998,S,0.5299998,0.1093466,0,0.501232,0,614.3708,68.09981,1.490064,0,71.66415,79.27036,1.2677,257.38235492686,257.382354926172,0.000595254389702227,128.235327371222,128.23532737095,0.000263964278411721,89.99988,89.99988,32.73024,0.00006536463,101211.14
0.5399998,S,0.5399998,0.1115867,0,0.5012433,0,614.1071,68.06123,1.551702,0,71.6516,79.27036,1.269794,257.392376454696,257.392376454004,0.000596770123289591,130.809251078237,130.809251077958,0.000269931979511228,89.99988,89.99988,34.03834,0.00006803411,101206.59
0.5499998,S,0.5499998,0.1138269,0,0.5012547,0,613.7231,68.02265,1.614589,0,71.63903,79.27036,1.271888,257.344962945542,257.344962944847,0.000598141095633687,133.38270065017,133.382700649885,0.00027591339033387,89.99988,89.99988,35.37217,0.00007076334,101201.95
0.5599998,S,0.5599998,0.1160668,0,0.5012665,0,613.3392,67.98411,1.678713,0,71.62646,79.27036,1.273981,257.296766628702,257.296766628004,0.000599485260620849,135.955668258947,135.955668258655,0.000281908242806083,89.99988,89.99988,36.73172,0.00007355244,101197.22
0.5699998,S,0.5699998,0.1183062,0,0.5012784,0,612.9554,67.94559,1.744071,0,71.61391,79.27036,1.276075,257.247870950683,257.247870949981,0.000600803664170008,138.528146910954,138.528146910655,0.000287916279313493,89.99988,89.99988,38.117,0.00007640156,101192.41
0.5799997,S,0.5799997,0.1205453,0,0.5012906,0,612.5718,67.90709,1.810662,0,71.60134,79.27036,1.278169,257.198355384343,257.198355383638,0.000602097155142904,141.100130407309,141.100130407003,0.000293937250730343,89.99988,89.99988,39.52801,0.00007931083,101187.5
0.5899997,S,0.5899997,0.122784,0,0.501303,0,612.1882,67.86862,1.878486,0,71.58878,79.27036,1.280263,257.148088799461,257.148088798753,0.000603366324711106,143.671611237826,143.671611237513,0.000299970913842591,89.99988,89.99988,40.96473,0.00008228038,101182.51
0.5999997,S,0.5999997,0.1250223,0,0.5013157,0,611.8047,67.83018,1.947541,0,71.57622,79.27036,1.282357,257.097091064255,257.097091063544,0.000604611945945128,146.242582091003,146.242582090683,0.000306017033166901,89.99988,89.99988,42.42715,0.00008531032,101177.42
0.6099997,S,0.6099997,0.1272601,0,0.5013285,0,611.4215,67.79176,2.017827,0,71.56365,79.27036,1.284451,257.045497282587,257.045497281873,0.000605835034447411,148.813037006375,148.813037006048,0.00031207538337596,89.99988,89.99988,43.91528,0.00008840078,101172.25
0.6199997,S,0.6199997,0.1294976,0,0.5013416,0,611.0382,67.75336,2.089342,0,71.55109,79.27036,1.286545,256.993172350594,256.993172349877,0.000607036022227946,151.382968672438,151.382968672104,0.000318145743462556,89.99988,89.99988,45.42911,0.00009155189,101166.99
0.6299997,S,0.6299997,0.1317346,0,0.501355,0,610.6552,67.71499,2.162085,0,71.53853,79.27036,1.288638,256.940152031062,256.940152030342,0.000608215591407776,153.952370135318,153.952370134977,0.000324227899240687,89.99988,89.99988,46.96863,0.00009476376,101161.64
0.6399997,S,0.6399997,0.1339712,0,0.5013686,0,610.2722,67.67664,2.236056,0,71.52596,79.27036,1.290732,256.886476060424,256.886476059701,0.000609374173996893,156.521234838504,156.521234838155,0.00033032164084445,89.99988,89.99988,48.53384,0.00009803651,101156.2
0.6499997,S,0.6499997,0.1362073,0,0.5013825,0,609.8894,67.63832,2.311252,0,71.5134,79.27036,1.292826,256.83205701853,256.832057017804,0.00061051264917353,159.089555351283,159.089555350927,0.000336426767199725,89.99988,89.99988,50.12474,0.0001013702,101150.67
0.6599997,S,0.6599997,0.138443,0,0.5013965,0,609.5067,67.60003,2.387672,0,71.50084,79.27036,1.29492,256.7769704046,256.776970403872,0.000611631517159782,161.657324997935,161.657324997572,0.000342543082234612,89.99988,89.99988,51.74131,0.0001047651,101145.05
0.6699997,S,0.6699997,0.1406783,0,0.5014108,0,609.124,67.56176,2.465317,0,71.48827,79.27036,1.297014,256.721164561274,256.721164560543,0.000612731156911784,164.224536586166,164.224536585796,0.000348670393666774,89.99988,89.99988,53.38356,0.0001082212,101139.34
0.6799996,S,0.6799996,0.1429131,0,0.5014254,0,608.7416,67.52351,2.544184,0,71.47571,79.27036,1.299108,256.664675251339,256.664675250605,0.000613812349079173,166.79118328131,166.791183280933,0.000354808517020368,89.99988,89.99988,55.05147,0.0001117386,101133.54
0.6899996,S,0.6899996,0.1451475,0,0.5014402,0,608.3593,67.4853,2.624273,0,71.46314,79.27036,1.301201,256.607478632937,256.6074786322,0.000614875305877384,169.357258010284,169.357258009899,0.000360957269941706,89.99988,89.99988,56.74504,0.0001153174,101127.66
0.6999996,S,0.6999996,0.1473814,0,0.5014552,0,607.9771,67.44711,2.705581,0,71.45058,79.27036,1.303295,256.549570732424,256.549570731685,0.000615920595740619,171.922753660265,171.922753659873,0.000367116475761443,89.99988,89.99988,58.46427,0.0001189578,101121.68
0.7099996,S,0.7099996,0.1496148,0,0.5014705,0,607.5948,67.40894,2.78811,0,71.43802,79.27036,1.305389,256.490959497088,256.490959496346,0.00061694856730852,174.487663197905,174.487663197506,0.000373285961296629,89.99988,89.99988,60.20915,0.0001226598,101115.62
0.7199996,S,0.7199996,0.1518478,0,0.5014861,0,607.2129,67.3708,2.871854,0,71.42545,79.27036,1.307483,256.431668768786,256.431668768041,0.000617959887543883,177.051979828276,177.051979827869,0.000379465560033943,89.99988,89.99988,61.97967,0.0001264235,101109.47
0.7299996,S,0.7299996,0.1540803,0,0.5015018,0,606.8309,67.33268,2.956817,0,71.4129,79.27036,1.309577,256.371670732016,256.371670731269,0.00061895455644671,179.615696478292,179.615696477878,0.000385655105460063,89.99988,89.99988,63.77583,0.0001302491,101103.23
0.7399996,S,0.7399996,0.1563123,0,0.5015178,0,606.4492,67.29459,3.042993,0,71.40033,79.27036,1.311671,256.310961413137,256.310961412387,0.000619933559302948,182.178806035133,182.178806034712,0.000391854440914527,89.99988,89.99988,65.59761,0.0001341367,101096.9
0.7499996,S,0.7499996,0.1585438,0,0.5015341,0,606.0676,67.25652,3.130385,0,71.38776,79.27036,1.313765,256.249667968725,256.249667967973,0.000620896782425758,184.741302657544,184.741302657115,0.000398063408600003,89.99988,89.99988,67.44502,0.0001380863,101090.48
0.7599996,S,0.7599996,0.1607748,0,0.5015506,0,605.686,67.21848,3.218988,0,71.37521,79.27036,1.315858,256.187496349194,256.187496348439,0.000621844657825132,187.303177563773,187.303177563337,0.000404281855039261,89.99988,89.99988,69.31805,0.000142098,101083.98
0.7699996,S,0.7699996,0.1630054,0,0.5015674,0,605.3046,67.18047,3.308803,0,71.36264,79.27036,1.317952,256.124760472346,256.124760471589,0.000622777700881414,189.864425111249,189.864425110805,0.000410509631908873,89.99987,89.99987,71.2167,0.0001461719,101077.38
0.7799996,S,0.7799996,0.1652354,0,0.5015844,0,604.9233,67.14248,3.399828,0,71.35007,79.27036,1.320046,256.061170262239,256.061170261479,0.000623696063177056,192.425036756637,192.425036756186,0.000416746592401237,89.99987,89.99987,73.14095,0.0001503082,101070.7
0.7899995,S,0.7899995,0.1674649,0,0.5016016,0,604.5421,67.10452,3.492063,0,71.33752,79.27036,1.32214,255.996964137454,255.996964136692,0.000624600169142929,194.985006340792,194.985006340333,0.000422992593953057,89.99987,89.99987,75.0908,0.0001545069,101063.92
0.7999995,S,0.7999995,0.1696939,0,0.501619,0,604.1611,67.06657,3.585503,0,71.32495,79.27036,1.324234,255.932082493346,255.932082492582,0.000625490412893413,197.54432710852,197.544327108054,0.000429247497942183,89.99987,89.99987,77.06624,0.0001587681,101057.06
0.8099995,S,0.8099995,0.1719224,0,0.5016368,0,603.7802,67.02866,3.680149,0,71.31239,79.27036,1.326328,255.866489567129,255.866489566362,0.000626366870219734,200.102991947001,200.102991946527,0.000435511166504376,89.99987,89.99987,79.06727,0.0001630919,101050.11
0.8199995,S,0.8199995,0.1741503,0,0.5016547,0,603.3994,66.99077,3.776,0,71.29983,79.27036,1.328422,255.800185358801,255.800185358032,0.000627230026185745,202.660993743414,202.660993742932,0.000441783466626037,89.99987,89.99987,81.09388,0.0001674784,101043.08
0.8299995,S,0.8299995,0.1763777,0,0.501673,0,603.0186,66.9529,3.873056,0,71.28726,79.27036,1.330516,255.733173842005,255.733173841234,0.000628079797421096,205.218325424673,205.218325424184,0.000448064264459861,89.99987,89.99987,83.14606,0.0001719276,101035.95
0.8399995,S,0.8399995,0.1786046,0,0.5016915,0,602.6381,66.91507,3.971312,0,71.2747,79.27036,1.332609,255.665447069458,255.665447068684,0.000628917010050158,207.774979838222,207.774979837725,0.000454353434419789,89.99987,89.99987,85.22382,0.0001764397,101028.74
0.8499995,S,0.8499995,0.1808309,0,0.5017102,0,602.2576,66.87726,4.070768,0,71.26214,79.27036,1.334703,255.596981199298,255.596981198522,0.000629741398803639,210.330949593084,210.33094959258,0.000460650848267067,89.99987,89.99987,87.32713,0.0001810147,101021.43
0.8599995,S,0.8599995,0.1830567,0,0.5017292,0,601.8772,66.83947,4.171423,0,71.24957,79.27036,1.336797,255.527855704387,255.527855703609,0.000630553547273985,212.886228093013,212.886228092501,0.000466956383598867,89.99987,89.99987,89.45599,0.0001856527,101014.04
0.8699995,S,0.8699995,0.1852819,0,0.5017484,0,601.4971,66.80171,4.273277,0,71.23701,79.27036,1.338891,255.458018927366,255.458018926586,0.000631353531252423,215.440808225188,215.440808224668,0.000473269918770273,89.99987,89.99987,91.6104,0.0001903539,101006.56
0.8799995,S,0.8799995,0.1875066,0,0.5017679,0,601.1169,66.76398,4.376327,0,71.22445,79.27036,1.340985,255.387454973663,255.387454972881,0.000632141600850002,217.994682717841,217.994682717313,0.000479591334637478,89.99987,89.99987,93.79034,0.0001951182,100999
0.8899994,S,0.8899994,0.1897307,0,0.5017877,0,600.7369,66.72627,4.480569,0,71.21188,79.27036,1.343079,255.31617973785,255.316179737065,0.000632917945544788,220.547844458151,220.547844457616,0.000485920513951458,89.99987,89.99987,95.99582,0.0001999457,100991.34
0.8999994,S,0.8999994,0.1919542,0,0.5018076,0,600.3571,66.68858,4.586006,0,71.19932,79.27036,1.345172,255.244189246283,255.244189245496,0.000633682883659934,223.100286293562,223.100286293019,0.000492257342646418,89.99987,89.99987,98.22682,0.0002048366,100983.6
0.9099994,S,0.9099994,0.1941771,0,0.5018279,0,599.9772,66.65092,4.692632,0,71.18676,79.27036,1.347266,255.17147952532,255.171479524531,0.0006344364682493,225.65200103178,225.652001031229,0.000498601707187103,89.99987,89.99987,100.4833,0.0002097909,100975.76
0.9199994,S,0.9199994,0.1963995,0,0.5018484,0,599.5976,66.61329,4.800451,0,71.17419,79.27036,1.34936,255.098090311391,255.0980903106,0.000635179070689896,228.202981877875,228.202981877316,0.000504953497752028,89.99987,89.99987,102.7654,0.0002148087,100967.84
0.9299994,S,0.9299994,0.1986212,0,0.5018691,0,599.2181,66.57568,4.909456,0,71.16163,79.27036,1.351454,255.023989815352,255.023989814559,0.000635910759193826,230.753221719025,230.753221718459,0.000511312605201829,89.99987,89.99987,105.0729,0.00021989,100959.84
0.9399994,S,0.9399994,0.2008424,0,0.5018902,0,598.8387,66.5381,5.019649,0,71.14907,79.27036,1.353548,254.949182010846,254.949182010051,0.000636631799030386,233.302713482148,233.302713481574,0.000517678923049834,89.99987,89.99987,107.4059,0.000225035,100951.74
0.9499994,S,0.9499994,0.203063,0,0.5019115,0,598.4594,66.50054,5.131029,0,71.13651,79.27036,1.355642,254.873670871516,254.873670870719,0.000637342281149047,235.851450133894,235.851450133312,0.000524052345718867,89.99987,89.99987,109.7645,0.0002302436,100943.56
0.9599994,S,0.9599994,0.205283,0,0.501933,0,598.0802,66.46301,5.243589,0,71.12394,79.27036,1.357736,254.797380898143,254.797380897344,0.00063804241018612,238.399423885924,238.399423885334,0.000530432769678115,89.99987,89.99987,112.1484,0.0002355161,100935.28
0.9699994,S,0.9699994,0.2075023,0,0.5019547,0,597.7011,66.42551,5.357335,0,71.11138,79.27036,1.359829,254.720486931023,254.720486930222,0.000638732458990024,240.9466286983,240.946628697702,0.000536820094125247,89.99987,89.99987,114.5579,0.0002408523,100926.92
0.9799994,S,0.9799994,0.209721,0,0.5019768,0,597.4233,66.38802,5.472256,0,71.09882,79.27036,1.361923,254.69178133346,254.691781332657,0.000639521635139515,243.493546454707,243.493546454101,0.000543215310333698,89.99987,89.99987,116.9929,0.0002462525,100918.48
0.9899994,S,0.9899994,0.2119396,0,0.5019991,0,598.0559,66.35057,5.588384,0,71.08625,79.27036,1.364017,255.103883883008,255.103883882202,0.000641286744600556,246.044585236517,246.044585235903,0.000549628177636365,89.99987,89.99987,119.4533,0.0002517167,100909.94
0.9999993,S,0.9999993,0.2141618,0,0.5020217,0,598.6885,66.3131,5.705913,0,71.07369,79.27036,1.366111,255.515763908544,255.515763907735,0.000643046200036076,248.59974281849,248.599742817868,0.000556058639492994,89.99987,89.99987,121.9393,0.0002572451,100901.32
1.009999,S,1.009999,0.2163876,0,0.5020447,0,599.3214,66.27559,5.824858,0,71.06113,79.27036,1.368205,255.927691617797,255.927691616985,0.000644800600196764,251.159019677464,251.159019676834,0.000562506645350838,89.99987,89.99987,124.4509,0.000262838,100892.61
1.019999,S,1.019999,0.2186171,0,0.5020679,0,599.9542,66.23804,5.945215,0,71.04856,79.27036,1.370299,256.339583564263,256.339583563448,0.000646549975399114,253.72241545581,253.722415455172,0.000568972144960314,89.99987,89.99987,126.9881,0.0002684954,100883.81
1.029999,S,1.029999,0.2208501,0,0.5020915,0,600.5873,66.20045,6.066996,0,71.036,79.27036,1.372393,256.751574851806,256.751574850987,0.000648294477225577,256.289931146939,256.289931146293,0.000575455089587665,89.99987,89.99987,129.551,0.0002742175,100874.92
